position,special_char,upper_case,numeral,aggregate,length,significance,freq_score,proper_noun,noun,verb,named_entity
0.91,0,2,1,0.31,0.025167785234899327,821.06,14,0.0,10.0,2.0,2.0
0.91,1,1,2,0.29,0.015100671140939598,845.08,9,0.0,7.0,1.0,2.0
0.9,0,1,2,0.27,0.028523489932885907,762.9,17,0.0,11.0,3.0,3.0
0.9,0,0,3,0.24,0.02181208053691275,733.41,13,0.0,9.0,3.0,3.0
0.9,0,0,1,0.23,0.013422818791946308,916.2,8,0.0,6.0,2.0,2.0
0.9,0,1,2,0.29,0.025167785234899327,812.08,15,0.0,10.0,2.0,4.0
0.9,1,0,2,0.24,0.020134228187919462,578.25,12,0.0,9.0,3.0,3.0
0.9,0,0,2,0.21,0.020134228187919462,480.34,12,0.0,9.0,1.0,2.0
0.9,0,0,2,0.23,0.02181208053691275,484.61,13,0.0,10.0,1.0,2.0
0.89,2,1,2,0.26,0.026845637583892617,418.13,16,0.0,13.0,2.0,2.0
0.89,0,1,2,0.27,0.02181208053691275,489.0,13,0.0,11.0,1.0,2.0
0.89,0,1,2,0.26,0.02181208053691275,495.17,13,1.0,10.0,1.0,2.0
0.89,0,0,2,0.27,0.02181208053691275,488.73,13,0.0,9.0,2.0,2.0
0.89,0,0,2,0.26,0.02181208053691275,509.77,13,0.0,10.0,1.0,2.0
0.89,0,0,2,0.25,0.02181208053691275,499.82,13,0.0,10.0,1.0,2.0
0.88,0,2,1,0.29,0.03355704697986577,804.78,20,0.0,14.0,4.0,3.0
0.88,0,0,2,0.24,0.015100671140939598,814.49,9,0.0,8.0,1.0,2.0
0.88,1,0,3,0.28,0.016778523489932886,850.48,10,0.0,8.0,2.0,3.0
0.88,0,1,3,0.29,0.03523489932885906,750.83,20,0.0,15.0,3.0,4.0
0.88,0,2,1,0.29,0.025167785234899327,771.75,15,0.0,10.0,3.0,3.0
0.88,2,6,1,0.3,0.03859060402684564,716.64,23,0.0,14.0,3.0,4.0
0.88,0,0,4,0.23,0.026845637583892617,434.71,15,0.0,11.0,7.0,5.0
0.87,0,1,1,0.22,0.031879194630872486,523.83,16,1.0,13.0,3.0,5.0
0.87,2,0,4,0.23,0.025167785234899327,402.39,13,0.0,9.0,4.0,6.0
0.87,2,0,1,0.14,0.013422818791946308,168.26,3,0.0,6.0,0.0,2.0
0.87,6,0,0,0.27,0.04530201342281879,351.73,17,0.0,14.0,2.0,11.0
0.87,4,0,2,0.23,0.028523489932885907,526.92,14,0.0,11.0,4.0,4.0
0.87,0,0,5,0.34,0.03691275167785235,706.32,22,0.0,13.0,5.0,5.0
0.86,0,1,4,0.34,0.03859060402684564,485.69,23,0.0,11.0,6.0,4.0
0.86,2,1,1,0.32,0.04697986577181208,496.89,23,3.0,16.0,6.0,3.0
0.86,2,1,5,0.34,0.04697986577181208,540.2,26,0.0,15.0,7.0,8.0
0.86,0,0,9,0.32,0.031879194630872486,646.45,18,0.0,12.0,3.0,10.0
0.86,0,1,1,0.24,0.018456375838926176,510.6,9,0.0,4.0,4.0,3.0
0.86,0,0,6,0.34,0.0436241610738255,578.98,25,2.0,17.0,9.0,9.0
0.85,0,1,4,0.3,0.06711409395973154,622.16,36,0.0,18.0,11.0,6.0
0.85,0,1,5,0.3,0.03859060402684564,774.27,23,0.0,8.0,6.0,7.0
0.85,0,0,1,0.23,0.016778523489932886,669.9,9,0.0,5.0,3.0,3.0
0.85,0,0,6,0.35,0.05201342281879195,763.4,30,0.0,12.0,9.0,7.0
0.85,0,1,0,0.31,0.02181208053691275,650.85,13,1.0,6.0,5.0,2.0
0.85,0,0,1,0.3,0.02181208053691275,434.69,11,0.0,8.0,5.0,1.0
0.85,0,0,1,0.28,0.015100671140939598,515.97,8,0.0,6.0,3.0,1.0
0.84,0,0,0,0.28,0.025167785234899327,378.7,13,0.0,9.0,4.0,0.0
0.84,0,1,4,0.33,0.025167785234899327,680.63,14,0.0,13.0,0.0,5.0
0.84,0,1,4,0.32,0.05704697986577181,496.96,32,0.0,16.0,11.0,4.0
0.84,0,0,2,0.3,0.018456375838926176,409.77,10,0.0,7.0,2.0,2.0
0.84,0,0,6,0.33,0.06040268456375839,820.33,36,0.0,10.0,11.0,11.0
0.84,0,1,2,0.29,0.0436241610738255,638.51,23,1.0,13.0,6.0,6.0
0.83,0,0,3,0.31,0.02181208053691275,852.08,13,0.0,6.0,4.0,5.0
0.83,0,0,2,0.27,0.010067114093959731,1037.93,6,0.0,2.0,2.0,4.0
0.83,1,0,1,0.31,0.05201342281879195,790.33,29,0.0,14.0,10.0,2.0
0.83,1,0,0,0.33,0.028523489932885907,849.38,16,1.0,9.0,6.0,1.0
0.83,0,0,4,0.27,0.03859060402684564,690.84,23,0.0,11.0,4.0,4.0
0.83,0,0,4,0.26,0.030201342281879196,722.01,16,1.0,10.0,5.0,6.0
0.82,2,1,4,0.29,0.040268456375838924,456.99,22,1.0,12.0,4.0,7.0
0.82,0,0,3,0.31,0.03859060402684564,686.19,22,0.0,11.0,7.0,3.0
0.82,0,1,3,0.16,0.013422818791946308,706.7,8,1.0,8.0,0.0,5.0
0.82,0,0,0,0.31,0.018456375838926176,669.66,11,0.0,8.0,2.0,0.0
0.82,0,0,1,0.28,0.015100671140939598,708.67,9,0.0,6.0,2.0,1.0
0.82,0,0,3,0.21,0.025167785234899327,985.21,15,0.0,10.0,5.0,3.0
0.82,0,0,3,0.27,0.02181208053691275,664.05,12,0.0,5.0,5.0,5.0
0.81,0,0,1,0.27,0.025167785234899327,824.04,14,0.0,8.0,2.0,3.0
0.81,0,0,3,0.22,0.010067114093959731,342.4,6,0.0,4.0,1.0,4.0
0.81,0,0,3,0.26,0.016778523489932886,572.35,10,0.0,5.0,5.0,4.0
0.81,0,0,2,0.24,0.01174496644295302,557.02,7,0.0,6.0,1.0,2.0
0.81,0,0,5,0.22,0.03523489932885906,523.98,21,0.0,19.0,0.0,5.0
0.81,0,0,2,0.17,0.010067114093959731,349.36,6,0.0,2.0,1.0,2.0
0.8,0,1,3,0.27,0.03523489932885906,393.2,21,0.0,11.0,4.0,4.0
0.8,0,1,0,0.31,0.03523489932885906,649.95,21,1.0,11.0,5.0,2.0
0.8,0,0,6,0.28,0.040268456375838924,661.96,24,0.0,15.0,6.0,7.0
0.8,0,0,1,0.24,0.018456375838926176,594.12,10,0.0,3.0,4.0,2.0
0.8,0,1,0,0.27,0.02181208053691275,811.66,11,1.0,7.0,4.0,1.0
0.8,0,0,2,0.28,0.0587248322147651,683.17,33,0.0,15.0,11.0,8.0
0.8,0,0,0,0.28,0.016778523489932886,899.95,10,0.0,3.0,4.0,1.0
0.79,0,0,0,0.33,0.03859060402684564,588.34,20,0.0,13.0,7.0,0.0
0.79,0,1,1,0.28,0.030201342281879196,758.68,18,0.0,13.0,2.0,2.0
0.79,0,0,1,0.26,0.016778523489932886,585.2,9,0.0,5.0,4.0,1.0
0.79,0,0,3,0.33,0.03523489932885906,662.83,20,0.0,11.0,7.0,4.0
0.79,0,1,1,0.24,0.013422818791946308,800.77,8,0.0,4.0,2.0,1.0
0.79,0,1,5,0.26,0.0436241610738255,594.76,23,0.0,18.0,6.0,6.0
0.78,0,1,2,0.35,0.03355704697986577,639.39,20,1.0,11.0,6.0,4.0
0.78,0,1,2,0.27,0.03355704697986577,554.06,19,0.0,11.0,5.0,2.0
0.78,0,1,0,0.11,0.02181208053691275,508.21,11,0.0,6.0,1.0,4.0
0.78,0,1,8,0.27,0.0738255033557047,719.49,43,0.0,27.0,7.0,19.0
0.78,0,0,4,0.33,0.026845637583892617,612.49,15,0.0,9.0,5.0,5.0
0.78,0,0,2,0.34,0.025167785234899327,455.8,13,0.0,9.0,2.0,3.0
0.78,0,1,1,0.18,0.010067114093959731,498.06,6,0.0,5.0,2.0,1.0
0.77,0,1,2,0.25,0.018456375838926176,470.04,8,0.0,9.0,2.0,2.0
0.77,4,2,3,0.27,0.025167785234899327,247.3,11,0.0,12.0,4.0,3.0
0.77,0,0,4,0.31,0.02181208053691275,678.55,13,0.0,10.0,4.0,5.0
0.77,0,1,2,0.25,0.02348993288590604,500.52,11,2.0,10.0,3.0,7.0
0.77,0,1,3,0.29,0.04194630872483222,468.19,23,0.0,17.0,6.0,5.0
0.77,0,0,1,0.26,0.031879194630872486,624.91,19,0.0,8.0,5.0,2.0
0.76,0,1,2,0.24,0.028523489932885907,525.24,17,0.0,14.0,1.0,5.0
0.76,0,0,2,0.11,0.02181208053691275,236.86,13,0.0,7.0,5.0,3.0
0.76,0,0,1,0.35,0.031879194630872486,599.16,18,0.0,13.0,4.0,3.0
0.76,0,0,0,0.31,0.02181208053691275,620.41,12,0.0,7.0,4.0,1.0
0.76,1,0,4,0.3,0.03691275167785235,893.45,22,0.0,12.0,6.0,4.0
0.76,0,0,1,0.36,0.03691275167785235,732.31,19,0.0,11.0,5.0,3.0
0.75,0,0,1,0.32,0.030201342281879196,674.56,17,0.0,10.0,3.0,3.0
0.75,0,0,0,0.32,0.026845637583892617,706.8,16,0.0,8.0,6.0,1.0
0.75,0,0,0,0.25,0.028523489932885907,451.75,11,0.0,7.0,4.0,0.0
0.75,0,1,0,0.28,0.020134228187919462,439.5,10,0.0,5.0,2.0,0.0
0.75,0,0,1,0.32,0.02348993288590604,755.16,14,0.0,7.0,4.0,2.0
0.75,0,0,2,0.32,0.028523489932885907,833.94,16,0.0,9.0,5.0,3.0
0.75,0,0,0,0.3,0.025167785234899327,621.95,15,0.0,8.0,5.0,1.0
0.74,0,0,2,0.34,0.03523489932885906,659.37,19,0.0,11.0,5.0,4.0
0.74,0,0,1,0.33,0.04194630872483222,623.6,25,0.0,12.0,7.0,3.0
0.74,0,0,0,0.27,0.015100671140939598,544.57,9,0.0,5.0,4.0,2.0
0.74,0,0,1,0.23,0.026845637583892617,354.75,15,0.0,8.0,7.0,5.0
0.74,0,0,1,0.31,0.040268456375838924,521.37,22,0.0,10.0,8.0,4.0
0.74,0,1,0,0.32,0.04194630872483222,553.07,23,1.0,16.0,7.0,1.0
0.73,0,0,0,0.28,0.02348993288590604,484.58,14,0.0,10.0,3.0,1.0
0.73,0,0,1,0.26,0.013422818791946308,752.36,8,0.0,6.0,2.0,1.0
0.73,0,0,2,0.3,0.03355704697986577,656.91,19,0.0,11.0,6.0,2.0
0.73,0,0,1,0.26,0.018456375838926176,493.05,11,0.0,6.0,3.0,1.0
0.73,0,1,0,0.32,0.04865771812080537,396.62,29,1.0,21.0,9.0,1.0
0.73,4,2,1,0.3,0.031879194630872486,495.72,17,1.0,12.0,3.0,2.0
0.72,0,0,3,0.29,0.018456375838926176,713.92,11,0.0,8.0,4.0,3.0
0.72,0,2,2,0.29,0.0436241610738255,789.73,26,0.0,14.0,7.0,5.0
0.72,0,2,0,0.3,0.01174496644295302,396.74,7,0.0,5.0,2.0,0.0
0.72,0,1,1,0.32,0.026845637583892617,648.13,16,0.0,11.0,5.0,2.0
0.72,0,0,1,0.31,0.020134228187919462,619.56,12,0.0,8.0,3.0,3.0
0.72,0,1,1,0.34,0.030201342281879196,649.25,18,0.0,11.0,4.0,2.0
0.72,0,1,0,0.29,0.018456375838926176,451.23,11,0.0,5.0,4.0,0.0
0.71,0,0,1,0.28,0.030201342281879196,560.34,17,0.0,9.0,4.0,2.0
0.71,0,2,4,0.24,0.04530201342281879,608.96,27,1.0,17.0,5.0,6.0
0.71,0,2,1,0.25,0.03859060402684564,451.9,20,0.0,10.0,9.0,1.0
0.71,0,0,0,0.27,0.04194630872483222,464.01,21,0.0,8.0,8.0,1.0
0.71,0,2,0,0.24,0.02348993288590604,486.57,14,0.0,8.0,3.0,3.0
0.71,0,1,2,0.27,0.031879194630872486,597.77,19,0.0,11.0,6.0,5.0
0.7,0,0,1,0.34,0.040268456375838924,590.89,23,0.0,13.0,7.0,5.0
0.7,0,0,1,0.24,0.015100671140939598,849.49,9,0.0,6.0,1.0,2.0
0.7,0,0,1,0.3,0.015100671140939598,663.23,9,0.0,4.0,4.0,2.0
0.7,0,0,0,0.3,0.040268456375838924,612.09,23,0.0,12.0,7.0,1.0
0.7,0,2,1,0.28,0.03523489932885906,491.22,21,0.0,12.0,3.0,4.0
0.7,0,0,1,0.34,0.040268456375838924,592.33,23,0.0,13.0,7.0,5.0
0.7,0,0,2,0.25,0.015100671140939598,711.28,9,0.0,7.0,1.0,3.0
0.69,0,0,4,0.25,0.030201342281879196,474.28,14,0.0,12.0,3.0,8.0
0.69,0,0,2,0.23,0.016778523489932886,654.36,10,0.0,5.0,4.0,5.0
0.69,0,0,0,0.29,0.02348993288590604,472.15,12,0.0,9.0,3.0,2.0
0.69,0,0,0,0.32,0.02348993288590604,449.66,13,0.0,9.0,3.0,1.0
0.69,0,0,0,0.28,0.025167785234899327,600.82,15,0.0,12.0,5.0,2.0
0.69,0,0,0,0.28,0.030201342281879196,434.88,17,0.0,12.0,6.0,3.0
0.68,0,0,0,0.31,0.010067114093959731,606.31,6,0.0,4.0,2.0,2.0
0.68,0,0,0,0.35,0.03523489932885906,509.97,17,1.0,13.0,6.0,1.0
0.68,0,0,0,0.31,0.03859060402684564,464.91,22,0.0,17.0,8.0,2.0
0.68,0,0,2,0.15,0.0050335570469798654,245.17,2,0.0,1.0,0.0,2.0
0.68,0,0,0,0.24,0.025167785234899327,378.71,13,0.0,8.0,4.0,1.0
0.68,0,0,0,0.33,0.040268456375838924,532.93,23,0.0,12.0,6.0,2.0
0.68,2,0,1,0.28,0.03355704697986577,787.56,20,0.0,13.0,5.0,1.0
0.67,0,0,1,0.27,0.018456375838926176,1005.58,11,0.0,6.0,2.0,2.0
0.67,0,0,1,0.21,0.02181208053691275,501.36,12,0.0,7.0,5.0,3.0
0.67,0,0,0,0.32,0.0436241610738255,572.85,26,0.0,11.0,9.0,1.0
0.67,0,1,2,0.28,0.0436241610738255,592.07,26,0.0,18.0,6.0,2.0
0.67,0,0,2,0.22,0.020134228187919462,635.77,11,0.0,9.0,3.0,2.0
0.67,0,1,0,0.24,0.013422818791946308,364.56,8,1.0,5.0,1.0,0.0
0.66,0,0,4,0.34,0.03523489932885906,678.59,19,0.0,15.0,2.0,4.0
0.66,0,2,1,0.29,0.030201342281879196,717.58,17,0.0,10.0,6.0,2.0
0.66,0,0,1,0.29,0.015100671140939598,642.99,9,0.0,7.0,2.0,1.0
0.66,1,0,3,0.28,0.03355704697986577,633.42,20,0.0,15.0,3.0,4.0
0.66,2,0,5,0.17,0.04194630872483222,412.0,20,1.0,14.0,5.0,7.0
0.66,0,0,0,0.27,0.020134228187919462,224.04,9,0.0,6.0,2.0,0.0
0.65,0,0,0,0.15,0.015100671140939598,392.84,8,0.0,4.0,3.0,1.0
0.65,0,2,0,0.2,0.013422818791946308,743.76,7,0.0,8.0,2.0,0.0
0.65,0,1,1,0.25,0.020134228187919462,739.22,11,0.0,7.0,5.0,2.0
0.65,0,1,0,0.21,0.01174496644295302,1034.38,7,0.0,5.0,2.0,1.0
0.65,0,0,2,0.32,0.026845637583892617,735.88,16,0.0,10.0,4.0,2.0
0.65,0,2,1,0.25,0.0436241610738255,653.33,23,0.0,15.0,5.0,3.0
0.65,0,0,1,0.25,0.03523489932885906,630.53,18,0.0,11.0,3.0,3.0
0.64,0,1,1,0.31,0.026845637583892617,558.17,14,0.0,10.0,2.0,1.0
0.64,0,2,1,0.27,0.013422818791946308,670.24,8,0.0,8.0,2.0,1.0
0.64,0,1,0,0.23,0.01174496644295302,857.54,7,0.0,6.0,1.0,1.0
0.64,0,0,2,0.29,0.020134228187919462,628.56,11,0.0,6.0,5.0,2.0
0.64,0,0,2,0.27,0.015100671140939598,476.54,9,0.0,5.0,1.0,2.0
0.64,0,0,4,0.31,0.028523489932885907,969.53,17,0.0,8.0,8.0,4.0
0.63,0,0,0,0.33,0.04530201342281879,644.56,26,0.0,16.0,7.0,0.0
0.63,0,0,0,0.24,0.016778523489932886,738.2,9,0.0,5.0,3.0,1.0
0.63,0,2,2,0.3,0.0436241610738255,492.97,22,0.0,11.0,8.0,2.0
0.63,0,0,3,0.17,0.02181208053691275,532.58,12,0.0,7.0,1.0,5.0
0.63,0,0,0,0.24,0.02348993288590604,663.36,12,0.0,8.0,2.0,0.0
0.63,0,1,1,0.26,0.03691275167785235,816.93,20,1.0,12.0,3.0,3.0
0.62,2,1,0,0.27,0.04697986577181208,609.4,25,0.0,15.0,9.0,1.0
0.62,0,0,0,0.3,0.018456375838926176,562.6,9,0.0,6.0,1.0,0.0
0.62,0,0,0,0.28,0.025167785234899327,677.91,14,0.0,8.0,5.0,0.0
0.62,2,0,1,0.32,0.026845637583892617,518.86,13,0.0,6.0,2.0,1.0
0.62,0,0,6,0.33,0.087248322147651,769.72,52,0.0,28.0,6.0,9.0
0.62,0,1,3,0.28,0.02348993288590604,591.46,13,0.0,6.0,3.0,3.0
0.62,0,0,0,0.18,0.015100671140939598,563.13,9,0.0,5.0,1.0,0.0
0.61,0,0,0,0.22,0.026845637583892617,293.39,15,0.0,6.0,6.0,0.0
0.61,0,0,0,0.34,0.03691275167785235,704.63,21,0.0,12.0,4.0,3.0
0.61,0,0,1,0.31,0.030201342281879196,854.47,16,1.0,9.0,3.0,3.0
0.61,0,0,0,0.29,0.026845637583892617,621.12,15,0.0,5.0,6.0,1.0
0.61,0,0,2,0.3,0.0436241610738255,894.56,25,0.0,13.0,4.0,2.0
0.61,0,0,2,0.34,0.031879194630872486,825.19,19,0.0,12.0,5.0,2.0
0.6,0,0,0,0.35,0.03859060402684564,595.63,23,0.0,18.0,2.0,0.0
0.6,2,0,0,0.36,0.05201342281879195,940.82,31,0.0,21.0,7.0,2.0
0.6,0,2,0,0.33,0.02181208053691275,700.78,11,0.0,5.0,4.0,0.0
0.6,0,0,0,0.23,0.013422818791946308,506.4,8,0.0,5.0,1.0,0.0
0.6,1,0,6,0.29,0.05536912751677853,775.22,32,0.0,22.0,5.0,6.0
0.6,0,0,0,0.23,0.015100671140939598,710.78,9,0.0,5.0,1.0,1.0
0.6,0,0,0,0.31,0.018456375838926176,508.86,10,0.0,3.0,3.0,0.0
0.59,0,0,5,0.26,0.0587248322147651,748.53,34,0.0,21.0,6.0,5.0
0.59,0,0,0,0.23,0.015100671140939598,710.78,9,0.0,5.0,1.0,1.0
0.59,1,0,6,0.29,0.0587248322147651,732.18,35,0.0,22.0,5.0,6.0
0.59,0,0,0,0.24,0.016778523489932886,709.67,10,0.0,5.0,1.0,1.0
0.59,0,0,0,0.34,0.031879194630872486,661.46,18,0.0,9.0,6.0,1.0
0.59,0,0,0,0.28,0.02181208053691275,519.85,11,0.0,8.0,3.0,0.0
0.58,0,2,0,0.25,0.030201342281879196,410.86,16,0.0,10.0,5.0,0.0
0.58,0,0,0,0.28,0.020134228187919462,478.65,12,0.0,6.0,4.0,0.0
0.58,0,1,2,0.21,0.05536912751677853,575.02,31,0.0,20.0,6.0,6.0
0.58,0,0,2,0.3,0.06040268456375839,660.82,35,0.0,25.0,8.0,7.0
0.58,0,1,2,0.33,0.030201342281879196,565.7,18,1.0,11.0,5.0,6.0
0.58,0,0,0,0.26,0.018456375838926176,493.74,10,0.0,5.0,2.0,1.0
0.57,0,0,1,0.24,0.016778523489932886,789.65,10,0.0,6.0,2.0,2.0
0.57,2,0,0,0.3,0.015100671140939598,474.51,7,0.0,5.0,2.0,0.0
0.57,0,0,0,0.27,0.020134228187919462,811.67,12,0.0,5.0,1.0,2.0
0.57,0,0,0,0.23,0.02348993288590604,624.31,14,0.0,8.0,2.0,0.0
0.57,0,0,0,0.3,0.020134228187919462,360.4,11,0.0,8.0,1.0,0.0
0.57,0,0,0,0.3,0.030201342281879196,605.54,18,0.0,11.0,4.0,1.0
0.57,0,1,0,0.26,0.02181208053691275,502.6,11,0.0,6.0,2.0,0.0
0.56,0,0,1,0.16,0.01174496644295302,520.39,6,0.0,4.0,2.0,1.0
0.56,0,0,0,0.24,0.025167785234899327,379.41,12,1.0,7.0,6.0,1.0
0.56,0,1,0,0.23,0.02348993288590604,513.15,12,0.0,5.0,3.0,0.0
0.56,2,0,0,0.2,0.025167785234899327,342.78,12,0.0,5.0,6.0,0.0
0.56,0,1,0,0.27,0.025167785234899327,579.26,15,0.0,9.0,2.0,2.0
0.56,2,1,1,0.25,0.02181208053691275,546.25,13,0.0,7.0,3.0,1.0
0.55,4,2,1,0.22,0.04194630872483222,448.54,22,1.0,13.0,7.0,1.0
0.55,3,1,1,0.2,0.028523489932885907,405.79,13,0.0,13.0,1.0,2.0
0.55,0,0,0,0.22,0.02348993288590604,597.76,13,0.0,9.0,2.0,1.0
0.55,0,1,1,0.25,0.03523489932885906,468.74,19,0.0,9.0,8.0,1.0
0.55,0,0,1,0.24,0.040268456375838924,450.91,21,0.0,14.0,7.0,1.0
0.55,0,1,1,0.26,0.02348993288590604,553.04,10,5.0,11.0,2.0,6.0
0.55,2,1,0,0.25,0.031879194630872486,354.98,18,0.0,16.0,2.0,1.0
0.54,0,1,0,0.27,0.03523489932885906,458.47,20,1.0,15.0,3.0,3.0
0.54,0,1,0,0.32,0.03355704697986577,583.62,19,1.0,8.0,4.0,2.0
0.54,0,0,0,0.23,0.03523489932885906,622.73,19,0.0,9.0,5.0,4.0
0.54,0,0,0,0.21,0.030201342281879196,401.81,18,0.0,13.0,3.0,4.0
0.54,0,1,0,0.33,0.031879194630872486,399.57,19,1.0,11.0,4.0,0.0
0.54,2,1,4,0.19,0.02181208053691275,685.86,13,1.0,10.0,1.0,6.0
0.53,0,1,0,0.26,0.04865771812080537,436.61,26,1.0,15.0,9.0,1.0
